,links
1986,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5822112', 'url': 'https://www.imdb.com/title/tt5822112', 'tcourl': 'https://t.co/8ZcZyLORvZ', 'indices': [127, 150]}]"
1987,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/LLQLz9D9XN', 'indices': [157, 180]}]"
1988,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt212161…', 'url': 'https://www.imdb.com/title/tt21216104', 'tcourl': 'https://t.co/0UrOMlskoS', 'indices': [93, 116]}]"
1989,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5227516', 'url': 'https://www.imdb.com/title/tt5227516', 'tcourl': 'https://t.co/oUPjNaB6Qk', 'indices': [32, 55]}]"
1990,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt118132…', 'url': 'https://www.imdb.com/title/tt11813216', 'tcourl': 'https://t.co/fHiZXY3lmS', 'indices': [52, 75]}]"
1991,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7405458', 'url': 'https://www.imdb.com/title/tt7405458', 'tcourl': 'https://t.co/tjPGxpUrlR', 'indices': [45, 68]}]"
1992,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt128012…', 'url': 'https://www.imdb.com/title/tt12801262', 'tcourl': 'https://t.co/fks6IkhNYP', 'indices': [31, 54]}]"
1993,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt158079…', 'url': 'https://www.imdb.com/title/tt15807910', 'tcourl': 'https://t.co/uIYaXhm4Zh', 'indices': [46, 69]}]"
1994,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3393786', 'url': 'https://www.imdb.com/title/tt3393786', 'tcourl': 'https://t.co/pfxn37snJY', 'indices': [55, 78]}]"
1995,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt100232…', 'url': 'https://www.imdb.com/title/tt10023286', 'tcourl': 'https://t.co/MQGYBMJoYd', 'indices': [37, 60]}]"
1996,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1636826', 'url': 'https://www.imdb.com/title/tt1636826', 'tcourl': 'https://t.co/NsDRWuKaGZ', 'indices': [36, 59]}]"
1997,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1631867', 'url': 'https://www.imdb.com/title/tt1631867', 'tcourl': 'https://t.co/MOEbhigsP7', 'indices': [48, 71]}]"
1998,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0790724', 'url': 'https://www.imdb.com/title/tt0790724', 'tcourl': 'https://t.co/BTXQ1rwSz7', 'indices': [40, 63]}]"
1999,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8749198', 'url': 'https://www.imdb.com/title/tt8749198', 'tcourl': 'https://t.co/BFNTfrh3l8', 'indices': [57, 80]}]"
2000,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt130791…', 'url': 'https://www.imdb.com/title/tt13079150', 'tcourl': 'https://t.co/qBDVPVCh9X', 'indices': [40, 63]}]"
2001,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8244784', 'url': 'https://www.imdb.com/title/tt8244784', 'tcourl': 'https://t.co/QRI2j7DlYf', 'indices': [125, 148]}]"
2002,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt115270…', 'url': 'https://www.imdb.com/title/tt11527058', 'tcourl': 'https://t.co/RgC9mYNogX', 'indices': [52, 75]}]"
2003,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt149610…', 'url': 'https://www.imdb.com/title/tt14961048', 'tcourl': 'https://t.co/mQu3LFa6NL', 'indices': [34, 57]}]"
2004,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0338751', 'url': 'https://www.imdb.com/title/tt0338751', 'tcourl': 'https://t.co/47GK3HsfZN', 'indices': [34, 57]}]"
2005,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt139187…', 'url': 'https://www.imdb.com/title/tt13918776', 'tcourl': 'https://t.co/eyHwV8j1v7', 'indices': [44, 67]}]"
2006,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144563…', 'url': 'https://www.imdb.com/title/tt14456350', 'tcourl': 'https://t.co/DqKNykZhM8', 'indices': [37, 60]}]"
2007,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144447…', 'url': 'https://www.imdb.com/title/tt14444726', 'tcourl': 'https://t.co/oJwAR5b1sP', 'indices': [30, 53]}]"
2008,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9764362', 'url': 'https://www.imdb.com/title/tt9764362', 'tcourl': 'https://t.co/KP3E0GyhHS', 'indices': [35, 58]}]"
2009,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0376136', 'url': 'https://www.imdb.com/title/tt0376136', 'tcourl': 'https://t.co/kFvtQ0P5t5', 'indices': [40, 63]}]"
2010,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt152558…', 'url': 'https://www.imdb.com/title/tt15255876', 'tcourl': 'https://t.co/WOogqsHRtg', 'indices': [46, 69]}]"
2011,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146686…', 'url': 'https://www.imdb.com/title/tt14668630', 'tcourl': 'https://t.co/dGtnPpKJXp', 'indices': [48, 71]}]"
2012,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt149610…', 'url': 'https://www.imdb.com/title/tt14961048', 'tcourl': 'https://t.co/7wXjzz6G4k', 'indices': [34, 57]}]"
2013,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/pPkAq8u1AP', 'indices': [49, 72]}]"
2014,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3153634', 'url': 'https://www.imdb.com/title/tt3153634', 'tcourl': 'https://t.co/5ZbVN89YnA', 'indices': [31, 54]}]"
2015,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt222978…', 'url': 'https://www.imdb.com/title/tt22297828', 'tcourl': 'https://t.co/QmK229BGwb', 'indices': [127, 150]}]"
2016,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt128735…', 'url': 'https://www.imdb.com/title/tt12873562', 'tcourl': 'https://t.co/9UiiMOcl3T', 'indices': [141, 164]}]"
2017,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2713180', 'url': 'https://www.imdb.com/title/tt2713180', 'tcourl': 'https://t.co/Q2WrDFl7Jl', 'indices': [44, 67]}]"
2018,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146426…', 'url': 'https://www.imdb.com/title/tt14642626', 'tcourl': 'https://t.co/Bl4pLrStjW', 'indices': [32, 55]}]"
2019,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0386792', 'url': 'https://www.imdb.com/title/tt0386792', 'tcourl': 'https://t.co/g612iFTT7i', 'indices': [51, 74]}]"
2020,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt4648786', 'url': 'https://www.imdb.com/title/tt4648786', 'tcourl': 'https://t.co/lPQEhYrBSd', 'indices': [34, 57]}]"
2021,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6266538', 'url': 'https://www.imdb.com/title/tt6266538', 'tcourl': 'https://t.co/fWN2Ksl3MA', 'indices': [38, 61]}]"
2022,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7985704', 'url': 'https://www.imdb.com/title/tt7985704', 'tcourl': 'https://t.co/Iou6g1l4hU', 'indices': [60, 83]}]"
2023,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3783958', 'url': 'https://www.imdb.com/title/tt3783958', 'tcourl': 'https://t.co/MfGNBTByvn', 'indices': [67, 90]}]"
2024,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/WoZ72nD3bT', 'indices': [47, 70]}]"
2025,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0089927', 'url': 'https://www.imdb.com/title/tt0089927', 'tcourl': 'https://t.co/MFjvhNfr1p', 'indices': [35, 58]}]"
2026,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt222978…', 'url': 'https://www.imdb.com/title/tt22297828', 'tcourl': 'https://t.co/Fh8UzfoS8Y', 'indices': [110, 133]}]"
2027,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt182737…', 'url': 'https://www.imdb.com/title/tt18273742', 'tcourl': 'https://t.co/JgNNpxsRBV', 'indices': [41, 64]}]"
2028,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt112034…', 'url': 'https://www.imdb.com/title/tt11203468', 'tcourl': 'https://t.co/ecOfgMSalt', 'indices': [73, 96]}]"
2029,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt149546…', 'url': 'https://www.imdb.com/title/tt14954636/?ref_=ext_shr_tw', 'tcourl': 'https://t.co/DyBxqpd5b6', 'indices': [52, 75]}]"
2030,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/Rl3o0TCiNP', 'indices': [50, 73]}]"
2031,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9198364', 'url': 'https://www.imdb.com/title/tt9198364', 'tcourl': 'https://t.co/GOcB2xLkC7', 'indices': [58, 81]}]"
2032,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt156794…', 'url': 'https://www.imdb.com/title/tt15679400/?ref_=ext_shr_tw', 'tcourl': 'https://t.co/6VnUgMFl03', 'indices': [72, 95]}]"
2033,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt125936…', 'url': 'https://www.imdb.com/title/tt12593682', 'tcourl': 'https://t.co/s7cYN1r2Cn', 'indices': [156, 179]}]"
2034,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8714904', 'url': 'https://www.imdb.com/title/tt8714904', 'tcourl': 'https://t.co/UHnOIJhwGY', 'indices': [46, 69]}]"
2035,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt192234…', 'url': 'https://www.imdb.com/title/tt19223420', 'tcourl': 'https://t.co/Qdk00ewKvk', 'indices': [48, 71]}]"
2036,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/qv4qhQMNDI', 'indices': [47, 70]}]"
2037,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0887099', 'url': 'https://www.imdb.com/title/tt0887099', 'tcourl': 'https://t.co/eDE3oAp3Zh', 'indices': [62, 85]}]"
2038,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/O2RZqNYUvw', 'indices': [72, 95]}]"
2039,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt109549…', 'url': 'https://www.imdb.com/title/tt10954984', 'tcourl': 'https://t.co/vGS2rHqESD', 'indices': [31, 54]}]"
2040,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0065616', 'url': 'https://www.imdb.com/title/tt0065616', 'tcourl': 'https://t.co/JN50g516xt', 'indices': [115, 138]}]"
2041,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1481363', 'url': 'https://www.imdb.com/title/tt1481363', 'tcourl': 'https://t.co/kBiGsBTuO3', 'indices': [89, 112]}]"
2042,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/abAeffE1Qj', 'indices': [210, 233]}]"
2043,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt220125…', 'url': 'https://www.imdb.com/title/tt22012534', 'tcourl': 'https://t.co/1Gbq5nJWNa', 'indices': [114, 137]}]"
2044,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6079516', 'url': 'https://www.imdb.com/title/tt6079516', 'tcourl': 'https://t.co/sdMMLkZO2W', 'indices': [36, 59]}]"
2045,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/AyENG6mc6o', 'indices': [47, 70]}]"
2046,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3155298', 'url': 'https://www.imdb.com/title/tt3155298', 'tcourl': 'https://t.co/fp1AnyGN9T', 'indices': [116, 139]}]"
2047,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/EhVmlIbpws', 'indices': [255, 278]}]"
2048,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1628841', 'url': 'https://www.imdb.com/title/tt1628841', 'tcourl': 'https://t.co/b6cDdkJDmG', 'indices': [151, 174]}]"
2049,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0050825', 'url': 'https://www.imdb.com/title/tt0050825', 'tcourl': 'https://t.co/X2o5fSXtTP', 'indices': [36, 59]}]"
2050,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0077485', 'url': 'https://www.imdb.com/title/tt0077485', 'tcourl': 'https://t.co/FwktiTRlaZ', 'indices': [34, 57]}]"
2051,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt111451…', 'url': 'https://www.imdb.com/title/tt11145118', 'tcourl': 'https://t.co/1uGSkgleDr', 'indices': [36, 59]}]"
2052,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt220127…', 'url': 'https://www.imdb.com/title/tt22012754', 'tcourl': 'https://t.co/EYv5cllkSB', 'indices': [129, 152]}]"
2053,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0275277', 'url': 'https://www.imdb.com/title/tt0275277', 'tcourl': 'https://t.co/6MfQvScooo', 'indices': [49, 72]}]"
2054,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1972591', 'url': 'https://www.imdb.com/title/tt1972591', 'tcourl': 'https://t.co/eGQhVdJJzr', 'indices': [59, 82]}]"
2055,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0844894', 'url': 'https://www.imdb.com/title/tt0844894', 'tcourl': 'https://t.co/nwTu6dYLPi', 'indices': [136, 159]}]"
2056,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0065571', 'url': 'https://www.imdb.com/title/tt0065571', 'tcourl': 'https://t.co/AVfmypWvOc', 'indices': [183, 206]}]"
2057,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0118819', 'url': 'https://www.imdb.com/title/tt0118819', 'tcourl': 'https://t.co/XsmIE4LHL9', 'indices': [40, 63]}]"
2058,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt103662…', 'url': 'https://www.imdb.com/title/tt10366206', 'tcourl': 'https://t.co/ENrGaDNqTu', 'indices': [49, 72]}]"
2059,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2560092', 'url': 'https://www.imdb.com/title/tt2560092', 'tcourl': 'https://t.co/iqH0gGlr3E', 'indices': [50, 73]}]"
2060,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt112524…', 'url': 'https://www.imdb.com/title/tt11252440', 'tcourl': 'https://t.co/KaqmQidE9u', 'indices': [41, 64]}]"
2061,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1248544', 'url': 'https://www.imdb.com/title/tt1248544', 'tcourl': 'https://t.co/lHW8Gp8qR5', 'indices': [48, 71]}]"
2062,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1248543', 'url': 'https://www.imdb.com/title/tt1248543', 'tcourl': 'https://t.co/dSFtXiHRRe', 'indices': [54, 77]}]"
2063,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1248542', 'url': 'https://www.imdb.com/title/tt1248542', 'tcourl': 'https://t.co/6it3H9jML6', 'indices': [55, 78]}]"
2064,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1248537', 'url': 'https://www.imdb.com/title/tt1248537', 'tcourl': 'https://t.co/lzGfO053wz', 'indices': [42, 65]}]"
2065,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2560078', 'url': 'https://www.imdb.com/title/tt2560078', 'tcourl': 'https://t.co/5em7fz16at', 'indices': [43, 66]}]"
2066,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0265242', 'url': 'https://www.imdb.com/title/tt0265242', 'tcourl': 'https://t.co/Z1gpLGle4H', 'indices': [152, 175]}]"
2067,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5687678', 'url': 'https://www.imdb.com/title/tt5687678', 'tcourl': 'https://t.co/rKLckPgVLm', 'indices': [31, 54]}]"
2068,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/4DBauLPkgb', 'indices': [37, 60]}]"
2069,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3470600', 'url': 'https://www.imdb.com/title/tt3470600', 'tcourl': 'https://t.co/9NrfwzTMSd', 'indices': [138, 161]}]"
2070,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3155298', 'url': 'https://www.imdb.com/title/tt3155298', 'tcourl': 'https://t.co/awYEl7Y3aT', 'indices': [49, 72]}]"
2071,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0435653', 'url': 'https://www.imdb.com/title/tt0435653', 'tcourl': 'https://t.co/hS2DvKOO0w', 'indices': [43, 66]}]"
2072,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2560078', 'url': 'https://www.imdb.com/title/tt2560078', 'tcourl': 'https://t.co/0GxGcZ6WSU', 'indices': [44, 67]}]"
2073,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0168785', 'url': 'https://www.imdb.com/title/tt0168785', 'tcourl': 'https://t.co/DSiFBozLMs', 'indices': [39, 62]}]"
2074,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt142099…', 'url': 'https://www.imdb.com/title/tt14209916', 'tcourl': 'https://t.co/ZwjCPCHo1G', 'indices': [156, 179]}]"
2075,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt136105…', 'url': 'https://www.imdb.com/title/tt13610562/', 'tcourl': 'https://t.co/WR7mZB7gyP', 'indices': [31, 54]}]"
2076,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt170419…', 'url': 'https://www.imdb.com/title/tt17041964', 'tcourl': 'https://t.co/J0JjalWrlL', 'indices': [34, 57]}]"
2077,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9686790', 'url': 'https://www.imdb.com/title/tt9686790', 'tcourl': 'https://t.co/4jPPEtbhJ2', 'indices': [133, 156]}]"
2078,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt229074…', 'url': 'https://www.imdb.com/title/tt22907444', 'tcourl': 'https://t.co/rw8g4qJfK5', 'indices': [105, 128]}]"
2079,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt139187…', 'url': 'https://www.imdb.com/title/tt13918776', 'tcourl': 'https://t.co/eR9kiRN2Gt', 'indices': [58, 81]}]"
2080,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8760708', 'url': 'https://www.imdb.com/title/tt8760708', 'tcourl': 'https://t.co/vCXI2aju72', 'indices': [32, 55]}]"
2081,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/STO9oaM0Pz', 'indices': [58, 81]}]"
2082,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt145008…', 'url': 'https://www.imdb.com/title/tt14500890', 'tcourl': 'https://t.co/5wfNvCmYE7', 'indices': [66, 89]}]"
2083,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0071360', 'url': 'https://www.imdb.com/title/tt0071360', 'tcourl': 'https://t.co/6tN8RsuiLs', 'indices': [44, 67]}]"
2084,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt216899…', 'url': 'https://www.imdb.com/title/tt21689900', 'tcourl': 'https://t.co/PoUm5xHVfi', 'indices': [71, 94]}]"
2085,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0066904', 'url': 'https://www.imdb.com/title/tt0066904', 'tcourl': 'https://t.co/HegYnOpmMj', 'indices': [49, 72]}]"
2086,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0113855', 'url': 'https://www.imdb.com/title/tt0113855', 'tcourl': 'https://t.co/usveeSHhTq', 'indices': [40, 63]}]"
2087,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3316960', 'url': 'https://www.imdb.com/title/tt3316960', 'tcourl': 'https://t.co/5uy8jUrbfg', 'indices': [38, 61]}]"
